,id,neighbourhood_cleansed
15446,625753367277860354,Castellana
15447,625776866127415472,Pacífico
15448,625778917908972239,Embajadores
15449,625809098940309901,Sol
15450,625809110622757193,Sol
15451,625827087103943070,Moscardó
15452,625829572955395410,Cortes
15453,625861956509000164,Argüelles
15454,625862344020746725,Delicias
15455,625869257457868093,Valdeacederas
15456,625870219424409130,Ibiza
15457,625942498806678020,Almagro
15458,625956397856755980,Embajadores
15459,625965913845816325,Casco Histórico de Vallecas
15460,625990298751396903,Sol
15461,625990312953168240,Sol
15462,626008518112588651,Simancas
15463,626050640447692708,Sol
15464,626076854240218328,Numancia
15465,626111185565441051,Valdeacederas
15466,626172858928961153,Guindalera
15467,626622143471918515,Delicias
15468,626622362407746914,Jerónimos
15469,626779343807232533,Pueblo Nuevo
15470,627278222343645757,Casa de Campo
15471,627297597786992564,Prosperidad
15472,627535345819621371,Trafalgar
15473,627553339805966221,Pueblo Nuevo
15474,627632799533536259,Pacífico
15475,627639122082262260,Castillejos
15476,627942933614060078,Embajadores
15477,627974876047267937,Guindalera
15478,627998392681833404,Concepción
15479,628022334340264774,Acacias
15480,628048126089069481,Media Legua
15481,628052280286978763,Bellas Vistas
15482,628091190682576048,Palomeras Bajas
15483,628111533055946952,Sol
15484,628149620042729786,Sol
15485,628155152029208199,Sol
15486,628230480971957675,Sol
15487,628237571714796006,Sol
15488,628249615830907342,Sol
15489,628260592647810417,Palacio
15490,628637172225111351,Prosperidad
15491,628678811257901470,Arapiles
15492,628694978185262768,Justicia
15493,628705356372434492,Pueblo Nuevo
15494,628726240978067011,Embajadores
15495,628748492546741154,Argüelles
15496,628761969481792945,Justicia
15497,628766110790594509,Trafalgar
15498,628776032265079284,Palacio
15499,628781779327615400,Justicia
15500,628794521805109574,Universidad
15501,628802625004720737,Goya
15502,628803068237802888,Recoletos
15503,628803136744930438,Universidad
15504,628837125723231166,Casco Histórico de Vicálvaro
15505,628845705642264049,Lista
15506,628862416538883821,Guindalera
15507,628865868414086439,Guindalera
15508,628950317051971808,Berruguete
15509,628951430598359362,Recoletos
15510,629400015902674936,Puerta del Angel
15511,629434560741154385,Trafalgar
15512,629437565007142758,Goya
15513,629503409371697661,Universidad
15514,629507143047512639,Buenavista
15515,629508499580952679,Universidad
15516,629517336241283177,Guindalera
15517,629527110528765460,Guindalera
15518,629534713253592455,Trafalgar
15519,629813445605816514,Trafalgar
15520,630058141785462011,Fuente del Berro
15521,630116995220994090,Embajadores
15522,630124844648968001,Embajadores
15523,630138486137412217,Sol
15524,630145585536941537,Embajadores
15525,630172673295796640,Numancia
15526,630221612705144503,Delicias
15527,630230149391243353,Valdefuentes
15528,630232803502092908,Sol
15529,630245775213595227,Palacio
15530,630263294231270001,Embajadores
15531,630336281757770822,Embajadores
15532,630379857694633848,Universidad
15533,630411264220003619,Universidad
15534,630462696689551816,Pacífico
15535,630469025746013199,Gaztambide
15536,630519129792281091,Goya
15537,630523003114594249,San Isidro
15538,630775494308793013,Goya
15539,630886295979642106,Embajadores
15540,630906941453320291,Palacio
15541,630913660507648640,Pinar del Rey
15542,630930263164742872,Palacio
15543,630962773221847942,Embajadores
15544,631036850293663213,Casco Histórico de Vicálvaro
15545,631045634041844879,Trafalgar
15546,631052773969575087,Justicia
15547,631054802429245842,Palomeras Bajas
15548,631083763502270502,Goya
15549,631090264341908777,Orcasitas
15550,631104780540728399,Universidad
15551,631177586601992453,Moscardó
15552,631192239066698872,San Isidro
15553,631515018201702713,Embajadores
15554,631584509553932835,Valverde
15555,631609193829655152,Ibiza
15556,631699382927663450,Castellana
15557,631756187605198592,Valdefuentes
15558,631772663784620869,Castellana
15559,631776805407466258,Universidad
15560,631784243197131910,Embajadores
15561,631796347104453217,Castellana
15562,631806794796971194,Valverde
15563,631851901078927281,Embajadores
15564,631929972860204900,Lucero
15565,632219019621602764,Embajadores
15566,632241287393208338,Vallehermoso
15567,632248387266476550,Universidad
15568,632264542721266601,Embajadores
15569,632610460688993887,Palos de Moguer
15570,632650381604054984,Rios Rosas
15571,632712496411555267,Trafalgar
15572,632982223438976848,Gaztambide
15573,633019186800352588,Opañel
15574,633034304631879424,Sol
15575,633037750677892588,Palacio
15576,633041407125946050,Embajadores
15577,633042338691821588,Justicia
15578,633045564886301360,Embajadores
15579,633051241408744498,Argüelles
15580,633054167530647170,Prosperidad
15581,633062914458912814,Bellas Vistas
15582,633114841489683133,Justicia
15583,633118014749919582,Justicia
15584,633122446372856371,Justicia
15585,633142226487880460,Universidad
15586,633241866113160119,Universidad
15587,633265250776187208,Argüelles
15588,633346774518312078,Los Angeles
15589,633350451324219125,Trafalgar
15590,633354403377026982,Moscardó
15591,633354662804937909,Justicia
15592,633364375098872986,Arapiles
15593,633384982500123072,Lista
15594,633390265738828479,Lista
15595,633397465606988401,Vista Alegre
15596,633717557715350985,Universidad
15597,633720300394890176,Valdefuentes
15598,633724825961177129,Fuente del Berro
15599,633758136181621269,Embajadores
15600,633763659113164989,Embajadores
15601,633764089440380794,Castellana
15602,633764133923435310,Sol
15603,633765011112336449,Embajadores
15604,633787165914828087,Castellana
15605,633816197266315900,Ibiza
15606,633821802826175848,Cuatro Caminos
15607,633845859284454094,Cortes
15608,633856164501141153,San Diego
15609,633887307067687100,Acacias
15610,633889248459660833,Vista Alegre
15611,633945357584994024,El Plantío
15612,633982347621569922,Arapiles
15613,634009665791242986,Justicia
15614,634056960146998371,Embajadores
15615,634064305965439161,Lista
15616,634101468654519254,Justicia
15617,634103006835916784,Vista Alegre
15618,634105175115187252,Concepción
15619,634152399216735054,Goya
15620,634170648931914946,Goya
15621,634437090474927818,Palomeras Bajas
15622,634451730154248492,Acacias
15623,634455662628356098,Justicia
15624,634482082885744417,Cortes
15625,634497524531505561,Embajadores
15626,634502626191076926,Chopera
15627,634520937059536992,Embajadores
15628,634602134363159992,Trafalgar
15629,634606737005784800,Guindalera
15630,634606968485363215,Argüelles
15631,634782690136883039,Campamento
15632,635191029756418236,Prosperidad
15633,635222371384751197,Niño Jesús
15634,635240403779773062,Embajadores
15635,635272494680668488,Cortes
15636,635316473485313521,Embajadores
15637,635316520374858159,Embajadores
15638,635323516101754882,Jerónimos
15639,635360884753743905,Universidad
15640,635364040520403554,Imperial
15641,635387206828725387,Ventas
15642,635474430007496679,San Cristobal
15643,635584625612116357,Puerta del Angel
15644,635590909376029247,Embajadores
15645,635810889152644543,Aguilas
15646,635871943135941060,Cuatro Caminos
15647,635914945399424104,Berruguete
15648,635925031888263174,Lista
15649,635941641208974119,Berruguete
15650,635966208224621071,Berruguete
15651,635967333288955934,Berruguete
15652,636008620621910498,Trafalgar
15653,636053213162231341,Acacias
15654,636090533104436854,Palacio
15655,636153517801964933,San Andrés
15656,636181836188375497,Guindalera
15657,636200722545072464,Guindalera
15658,636208583944028999,Guindalera
15659,636548259161498760,Lucero
15660,636666972324005268,Puerta Bonita
15661,636671708573995381,Goya
15662,636679263114318863,Sol
15663,636767012095352595,Cortes
15664,636843674175391457,Pinar del Rey
15665,636934280540573060,Guindalera
15666,636961598388622182,Opañel
15667,636970109397120899,Guindalera
15668,636975463616137028,Universidad
15669,637047063000442288,Cortes
15670,637188053009543813,Entrevías
15671,637304814199031660,Justicia
15672,637305118378981964,Cortes
15673,637310043874697350,Sol
15674,637339368548656372,Cuatro Caminos
15675,637378094049904275,Imperial
15676,637484563474034903,Almagro
15677,637512680799981007,Palacio
15678,637545114512363738,Sol
15679,637591643426336922,Palomeras Bajas
15680,637736843185956462,Trafalgar
15681,637808705321793489,Vista Alegre
15682,638056987826114197,Delicias
15683,638068055974326057,Almagro
15684,638077443981274436,Lista
15685,638155845968420123,Palacio
15686,638181181344991248,Campamento
15687,638182328245374631,Arapiles
15688,638184018668400807,Niño Jesús
15689,638216306070786232,Cortes
15690,638224521291759097,Sol
15691,638234220083211236,Goya
15692,638249185665392162,Goya
15693,638258051187008764,Palacio
15694,638272070808365609,Goya
15695,638272992436528404,Palacio
15696,638317821558175679,Palacio
15697,638329538724959638,Palos de Moguer
15698,638358019965537432,Sol
15699,638359403543721131,Universidad
15700,638453425256277516,Embajadores
15701,638705853485075881,Embajadores
15702,638708155554411889,Arapiles
15703,638737462916081292,Justicia
15704,638794331096792112,Universidad
15705,638797730297005063,Prosperidad
15706,638814885359653505,Comillas
15707,638844747467990129,Universidad
15708,638853995471551489,Mirasierra
15709,638861469369761725,Canillejas
15710,638955298062555038,Cortes
15711,638961083852121688,Cortes
15712,638964693823251548,Cortes
15713,638987303807237264,Pacífico
15714,638994669271357893,Lucero
15715,639001067830333326,Palacio
15716,639026846055915636,Embajadores
15717,639202813163804176,Valdefuentes
15718,639513534898687532,Justicia
15719,639515916202983585,Valdefuentes
15720,639522028345769519,Cuatro Caminos
15721,639529074111970310,Castellana
15722,639558831525550567,Canillejas
15723,639579633004313883,Palacio
15724,639614314558783846,Goya
15725,639614365284014975,Goya
15726,639614414815056549,Goya
15727,639614470473639318,Goya
15728,639614522937702137,Goya
15729,639614644672548611,Goya
15730,639614690845233569,Goya
15731,639614731152402046,Goya
15732,639614773062739763,Goya
15733,639614816340018314,Goya
15734,639614858204226471,Goya
15735,639616749234679981,San Isidro
15736,639669537083057307,Acacias
15737,639683141185066655,Goya
15738,639688374384546620,Bellas Vistas
15739,639701157487778161,Ibiza
15740,639724186630827821,Pacífico
15741,639738092349402578,Pacífico
15742,639757391979631978,Pacífico
15743,639779407107350187,Aravaca
15744,639788040643719221,Universidad
15745,639796396713483517,Universidad
15746,639812908930898184,Universidad
15747,639812973988962894,Argüelles
15748,639878588288961056,Berruguete
15749,639880273389114204,Castillejos
15750,639906616189488087,Vista Alegre
15751,639926071586185112,Castillejos
15752,639930402933895489,Argüelles
15753,639936238991400824,Universidad
15754,639940034492505434,Universidad
15755,639946677541887089,Castillejos
15756,639946870777591409,Castillejos
15757,639963102580100639,Castillejos
15758,639979695392158516,Castillejos
15759,639989073382745564,Castillejos
15760,640223254798768251,Embajadores
15761,640235377227680419,Argüelles
15762,640239389768175442,Canillejas
15763,640268844465574518,Valdefuentes
15764,640270517823100874,Embajadores
15765,640313039955874427,Trafalgar
15766,640408077455880809,Argüelles
15767,640408436399417980,Guindalera
15768,640446407115555852,Argüelles
15769,640451320532422850,Palos de Moguer
15770,640453396456879662,Sol
15771,640480315896028550,Guindalera
15772,640482453537456020,Chopera
15773,640483195516190364,Ventas
15774,640492002144950279,Ibiza
15775,640515848349668300,Lista
15776,640516064191503812,Lista
15777,640523803345001513,Opañel
15778,640526277350802460,Justicia
15779,640528104972459591,Justicia
15780,640536129463697714,Palos de Moguer
15781,640566605030869769,Embajadores
15782,640587627458916358,Justicia
15783,640594509854090115,Embajadores
15784,640609773264290637,Embajadores
15785,640682588288206253,Justicia
15786,640962699968647361,Goya
15787,641005436159579875,Numancia
15788,641007932857490875,Cortes
15789,641009233151348230,Nueva España
15790,641011607388329258,Embajadores
15791,641015852444334856,Palos de Moguer
15792,641051429685819426,Rios Rosas
15793,641051706961262846,Palacio
15794,641085032547074537,Puerta del Angel
15795,641117277482958729,Abrantes
15796,641142773844630866,Palacio
15797,641164012714090496,Universidad
15798,641166030242230257,Pacífico
15799,641167337360061553,Cortes
15800,641295260666956808,Embajadores
15801,641598234307183102,Almenara
15802,641647037473473081,Embajadores
15803,641732273000661868,Bellas Vistas
15804,641743727029180568,Comillas
15805,641746477313672049,Bellas Vistas
15806,641755563279571098,Comillas
15807,641791362647145673,Arapiles
15808,641816286294775012,Valdefuentes
15809,641941525883786939,Quintana
15810,642129461143988008,Almendrales
15811,642525990851579965,Sol
15812,642528021342999971,Quintana
15813,642711902281424367,Aravaca
15814,643116179478790157,Universidad
15815,643123647492762610,Vallehermoso
15816,643129804054052868,Gaztambide
15817,643135956837495981,Cuatro Caminos
15818,643159031008234551,Hispanoamérica
15819,643193716569693734,Niño Jesús
15820,643250460073878642,Sol
15821,643257828059718839,Almagro
15822,643264109629593497,Justicia
15823,643264160360144708,Cortes
15824,643264246131911077,Sol
15825,643300075642121289,Cortes
15826,643300552356003558,Ventas
15827,643316305721462080,Embajadores
15828,643322418324051519,San Diego
15829,643368304270742048,Trafalgar
15830,643448011760609441,Embajadores
15831,643505759663333743,Valverde
15832,643540930562718039,Rios Rosas
15833,643569107384374711,Delicias
15834,643842672440961915,Palacio
15835,643859770195414246,Casa de Campo
15836,643869558127913443,Embajadores
15837,643887780163735014,Sol
15838,643921823471483623,Sol
15839,643937293201684430,Pacífico
15840,643979640647302499,Moscardó
15841,643986691324519620,Justicia
15842,644016931930223711,Cortes
15843,644017394147091656,Universidad
15844,644022594404088325,Universidad
15845,644034578916779965,Universidad
15846,644044993528383509,Universidad
15847,644049763258831686,Valdefuentes
15848,644072738882120609,El Viso
15849,644086958727302178,Cortes
15850,644088374459831317,Moscardó
15851,644173312242202541,Palacio
15852,644224986199133388,Buenavista
15853,644537246549512006,Vista Alegre
15854,644537326634195854,Casco Histórico de Vicálvaro
15855,644568229097920144,Embajadores
15856,644568313370145809,Castellana
15857,644577587135958456,Recoletos
15858,644587868277112699,Embajadores
15859,644596538636918487,Delicias
15860,644611349828463703,Justicia
15861,644613113261195166,Palacio
15862,644623710858884297,Justicia
15863,644626862127900069,Recoletos
15864,644631143761252460,Moscardó
15865,644641790001974195,Palacio
15866,644643092841394053,Timón
15867,644654181892530852,Universidad
15868,644664932149124834,Embajadores
15869,644676974502278614,Palos de Moguer
15870,644677042053082472,Puerta del Angel
15871,644677137741891910,Palos de Moguer
15872,644683875687137615,Sol
15873,644718330832389636,Pacífico
15874,644724065543970200,Justicia
15875,644726267441640007,Universidad
15876,644741450992124555,Palacio
15877,644750912942129304,Berruguete
15878,644757071932282468,Cortes
15879,644776728734857691,Puerta del Angel
15880,644785195342696504,Puerta del Angel
15881,644791097579862638,Trafalgar
15882,644805309006664755,Puerta del Angel
15883,644855554626722496,Universidad
15884,644856695786169903,Ambroz
15885,644867201319893709,Universidad
15886,644870172435762704,Universidad
15887,644877335868207461,Palacio
15888,644951663997050143,Universidad
15889,644962710503905533,Embajadores
15890,645273181693078165,Palacio
15891,645290714282795981,Justicia
15892,645307184642767773,Estrella
15893,645322629381959321,Almenara
15894,645326923050932776,Embajadores
15895,645339773453396979,Arapiles
15896,645342123593505922,Embajadores
15897,645352260145108648,Embajadores
15898,645364834294734760,Palacio
15899,645375474270669562,Embajadores
15900,645378381770663495,Campamento
15901,645420008448326677,Palacio
15902,645428759367495587,Pueblo Nuevo
15903,645435414594388715,Trafalgar
15904,645476969030014153,Embajadores
15905,645491878888423532,Palacio
15906,645513661013784306,Ciudad Jardín
15907,645516269150076213,Bellas Vistas
15908,645528459224160247,Universidad
15909,645578881931178295,Universidad
15910,645580522056563490,Universidad
15911,645581653883438388,Universidad
15912,645585040963337530,Universidad
15913,645588338143978625,Universidad
15914,645618029354244104,Legazpi
15915,645657694475445389,Embajadores
15916,645707043536971322,Pinar del Rey
15917,645775086717842208,Trafalgar
15918,645992589593214438,Universidad
15919,645999756364325363,Embajadores
15920,646007630779602489,Universidad
15921,646024875776098419,Universidad
15922,646035489497765437,Gaztambide
15923,646057451341256298,Ibiza
15924,646062067241598014,Cuatro Caminos
15925,646071776941719662,Fuente del Berro
15926,646079291542242239,Berruguete
15927,646079330857319282,Berruguete
15928,646091038289405671,Universidad
15929,646091251824908387,Trafalgar
15930,646097220871398053,Trafalgar
15931,646102986841461016,Embajadores
15932,646108563876355232,Arapiles
15933,646109162320036743,Trafalgar
15934,646131261275714381,Ciudad Universitaria
15935,646155541832381136,Trafalgar
15936,646229832294670412,Cortes
15937,646229928684136393,Valdeacederas
15938,646268903239359325,Embajadores
15939,646271992534056675,Ibiza
15940,646286485011206963,Numancia
15941,646298773818837812,Adelfas
15942,646319339068693683,Acacias
15943,646375373711842493,Cortes
15944,646736285799640191,Pueblo Nuevo
15945,646803721422849724,Simancas
15946,646807191454451192,Hellín
15947,646847645708159718,Palacio
15948,646869426660771948,Lucero
15949,646918179141863869,Universidad
15950,646953426636280805,Valdefuentes
15951,646992098608814570,Numancia
15952,647116885088898605,Sol
15953,647160747230391167,Justicia
15954,647367505598869735,Embajadores
15955,647467896186027429,Casco Histórico de Vicálvaro
15956,647541640678588180,Casco Histórico de Vallecas
15957,647587534732353049,Arapiles
15958,647597691595776932,Universidad
15959,647607332400955578,Abrantes
15960,647732958816356770,Bellas Vistas
15961,647805724129035248,Casco Histórico de Vicálvaro
15962,647832335828763372,Pinar del Rey
15963,647861776608786270,San Diego
15964,648194945977942793,San Isidro
15965,648196673120462465,San Isidro
15966,648200967826606959,Sol
15967,648203229202484036,Trafalgar
15968,648232232907970446,Pacífico
15969,648237989818712339,Valverde
15970,648273392261514016,Puerta del Angel
15971,648301108132877265,Trafalgar
15972,648318505123085672,Argüelles
15973,648324993355541250,Lista
15974,648382871685228192,Cortes
15975,648443658719872860,Embajadores
15976,648500838424646824,Trafalgar
15977,648509102441263206,Cortes
15978,648540880573460445,Ciudad Universitaria
15979,648589218564035261,Gaztambide
15980,648616374273446318,Almagro
15981,648692923404329595,Universidad
15982,648704273471437102,Timón
15983,648913902770826709,Universidad
15984,648940174520560063,Bellas Vistas
15985,648946308905272932,Sol
15986,648948606041543296,Guindalera
15987,648954635867582041,Castellana
15988,648956720721882714,Palacio
15989,648969854097288082,Embajadores
15990,648985963237811880,Recoletos
15991,649002486154851612,Cortes
15992,649031726721489902,Sol
15993,649040056061774400,Sol
15994,649046344100143318,Goya
15995,649068699418816955,Guindalera
15996,649135364833219291,Palacio
15997,649152244878552669,Recoletos
15998,649156564721147499,Justicia
15999,649195356981554380,Universidad
16000,649210502381918253,Palomeras Bajas
16001,649270712626927628,Arapiles
16002,649272615285667131,Bellas Vistas
16003,649287205944999238,Concepción
16004,649290938521369385,Rios Rosas
16005,649304027324472987,Trafalgar
16006,649330424515712997,Gaztambide
16007,649344565374730441,Valdeacederas
16008,649625626575108125,Gaztambide
16009,649673230206465631,Cortes
16010,649706776784854406,Pacífico
16011,649729887204721196,Chopera
16012,649735198586178203,Universidad
16013,649743206932999131,San Isidro
16014,649751886099576191,Hispanoamérica
16015,649787173149726435,Almagro
16016,649787794958553042,Sol
16017,649804513655392284,Almagro
16018,649815773638964688,Almagro
16019,649841870156083626,Cortes
16020,649867705781210882,Embajadores
16021,649868531774468677,Entrevías
16022,649875746464503452,Embajadores
16023,649878619778459869,Recoletos
16024,649971528708673992,Cortes
16025,650034620079432673,Gaztambide
16026,650320928912279951,Universidad
16027,650371122943487313,Universidad
16028,650402507746713259,Lista
16029,650407631262768438,Delicias
16030,650415901845193007,Ventas
16031,650426976353050232,Hispanoamérica
16032,650439192850794830,Universidad
16033,650447296443347305,Prosperidad
16034,650482243723342515,Trafalgar
16035,650494338407740969,Trafalgar
16036,650529944299623005,Sol
16037,650551733679051940,Justicia
16038,650559377671515796,Palos de Moguer
16039,650569780014889223,Trafalgar
16040,650575944439728055,Almagro
16041,650582602296060007,Palos de Moguer
16042,650627673038417103,Moscardó
16043,650628333320573386,Hispanoamérica
16044,650634105309556545,Castilla
16045,650636024805250677,Fuente del Berro
16046,650652407658803261,Guindalera
16047,650661503548575992,Justicia
16048,650669100988899030,Cuatro Caminos
16049,650677843711090772,San Cristobal
16050,650708107700491450,Embajadores
16051,650744546663770171,Pacífico
16052,650783812930572145,Justicia
16053,650799145885730945,Palacio
16054,650878823114978533,Alameda de Osuna
16055,651033444703725689,Peñagrande
16056,651092486960306062,Argüelles
16057,651092733232321025,Castilla
16058,651111700331508412,Puerta Bonita
16059,651119601373299535,Castilla
16060,651127237136979663,Castilla
16061,651131480497864883,Guindalera
16062,651191410570278661,Embajadores
16063,651215282763664241,San Diego
16064,651236948240908274,Embajadores
16065,651241586069973929,Castilla
16066,651246520843949296,Universidad
16067,651255241117200148,Guindalera
16068,651255941828618867,Palacio
16069,651271505122333206,Gaztambide
16070,651273780751499437,Guindalera
16071,651287838502012117,Guindalera
16072,651297844046214689,Guindalera
16073,651304219664393912,Goya
16074,651362582355385450,Embajadores
16075,651419797575925566,Cortes
16076,651443342032818501,Universidad
16077,651556089393746323,Pilar
16078,651860072066077924,Simancas
16079,651869053489617330,Gaztambide
16080,651875626472254218,Trafalgar
16081,651887626874504777,Berruguete
16082,651914583955391208,Apostol Santiago
16083,652022103829772683,San Juan Bautista
16084,652034013343686141,San Diego
16085,652059558750744130,Universidad
16086,652090965731326851,Bellas Vistas
16087,652154645694917146,Embajadores
16088,652247195573327606,Costillares
16089,652253289429426165,Costillares
16090,652257221420756504,Costillares
16091,652261118916745660,Costillares
16092,652564985296908143,Comillas
16093,652571598971324049,Palacio
16094,652593683377996721,Valdefuentes
16095,652645448249876424,Cármenes
16096,652754358174308464,Embajadores
16097,652758358979591985,Universidad
16098,652762557858959651,Moscardó
16099,652838683113632654,San Fermín
16100,652850304228835003,San Fermín
16101,652869019896573074,San Andrés
16102,652900369972401444,Almendrales
16103,652916119490115209,Quintana
16104,652983762349960816,Timón
16105,653158261724948199,Cuatro Caminos
16106,653221123830123342,Universidad
16107,653267363579740994,Zofío
16108,653300283260473011,Palacio
16109,653309868503404212,Universidad
16110,653357218807490095,Palacio
16111,653417756013450720,Castellana
16112,653470945017386360,Embajadores
16113,653478573872236627,Pueblo Nuevo
16114,653492779447210944,Embajadores
16115,653494207469727393,Aguilas
16116,653499227392963648,Ciudad Jardín
16117,653500855251354142,Imperial
16118,653520603079093824,Embajadores
16119,653570412199897699,Embajadores
16120,653651158231877793,Marroquina
16121,653674003359716981,Universidad
16122,653682473900119755,San Diego
16123,653684706211685282,Palacio
16124,653701105025268731,Universidad
16125,654044743862084061,Alameda de Osuna
16126,654055144846199595,Ventas
16127,654076808293908808,Zofío
16128,654077889133711298,Trafalgar
16129,654080262704248662,Zofío
16130,654080915562183035,Trafalgar
16131,654081204307193185,Fuente del Berro
16132,654081211334901936,Trafalgar
16133,654081487245732751,Trafalgar
16134,654098969628616958,Pacífico
16135,654100117206187722,Justicia
16136,654107911270029771,Trafalgar
16137,654117775422618454,Embajadores
16138,654182380082943683,Palacio
16139,654182413367338844,Sol
16140,654195963500489634,Palos de Moguer
16141,654200126943228943,Nueva España
16142,654210905318091327,Puerta del Angel
16143,654218769027707319,Justicia
16144,654221145525174255,Embajadores
16145,654246092447361347,Hispanoamérica
16146,654266629798779212,Universidad
16147,654298400128569476,Arapiles
16148,654429628033779336,Sol
16149,654725316908212742,Pacífico
16150,654726310916970357,Almagro
16151,654742868043876555,Niño Jesús
16152,654750764885282443,Jerónimos
16153,654792418282777612,Palacio
16154,654803137604082464,Argüelles
16155,654856016907197515,Trafalgar
16156,654856272019967278,Trafalgar
16157,654882743606240768,Palacio
16158,654895315314134831,Ventas
16159,654904458479856447,Universidad
16160,654924393520116721,Bellas Vistas
16161,654924411705637361,Bellas Vistas
16162,654924483898732016,Embajadores
16163,654931017332765683,Acacias
16164,654942206021330767,Cortes
16165,654980077280235584,Sol
16166,654985223532426603,Almagro
16167,655002229483968161,Arapiles
16168,655002513086103344,Timón
16169,655125633800536711,Valverde
16170,655387941256577634,Colina
16171,655422767793772036,Justicia
16172,655429224721067846,Universidad
16173,655430528465499156,Valdeacederas
16174,655447805473614930,Universidad
16175,655448045703760486,Palacio
16176,655457735996038549,Numancia
16177,655461413254195131,Imperial
16178,655479865022114900,Embajadores
16179,655496490813715620,Sol
16180,655506272999630401,Embajadores
16181,655540403586833759,Embajadores
16182,655552143164685500,Almagro
16183,655593442690312488,Sol
16184,655600942932700879,Trafalgar
16185,655601230053082666,Trafalgar
16186,655615693912277905,Casa de Campo
16187,655621941334547196,El Viso
16188,655633970880935438,Palacio
16189,655644617312240747,Cortes
16190,655644690147353418,Cortes
16191,655651569457202651,Sol
16192,655652636524624634,Cortes
16193,655653581561667634,Cortes
16194,655654508766153722,Cortes
16195,655668715344488327,Buenavista
16196,655730420626197494,Valdezarza
16197,655730745975844143,Valdezarza
16198,655761120571618757,Prosperidad
16199,655764936868909400,La Paz
16200,655836587568856075,Embajadores
16201,655899974790609114,Opañel
16202,655993703379456135,Universidad
16203,656173485816909553,Acacias
16204,656180238315049142,Lista
16205,656194927676019919,Goya
16206,656246766718046607,Bellas Vistas
16207,656251869138336256,Bellas Vistas
16208,656252218937873119,Recoletos
16209,656265334032149395,Rios Rosas
16210,656275104704481188,Ventas
16211,656289480970819898,Palacio
16212,656302005164464596,Goya
16213,656369321634285990,Embajadores
16214,656373643960372735,Embajadores
16215,656375669176241177,Acacias
16216,656377874187942272,Ventas
16217,656396990742818502,Ciudad Jardín
16218,656402492734378918,Embajadores
16219,656404653892129119,Embajadores
16220,656411457315354105,Embajadores
16221,656416356563073492,Embajadores
16222,656419881084411870,Embajadores
16223,656424724599562207,Embajadores
16224,656433826822592606,Legazpi
16225,656442449532397506,Embajadores
16226,656448191651994067,San Diego
16227,656481190267291671,Rios Rosas
16228,656539738552179074,Apostol Santiago
16229,656836517078760380,Universidad
16230,656907948425715146,Sol
16231,656915523130942305,Sol
16232,656959534612494494,Castellana
16233,656959731776619134,Castellana
16234,656961109560177872,Hispanoamérica
16235,656964800150348818,Palomeras Bajas
16236,656975896121446697,Palomeras Bajas
16237,657002856722541844,Castellana
16238,657011539776416329,Casco Histórico de Vicálvaro
16239,657111659971963632,Goya
16240,657168133647794337,Universidad
16241,657373977229632125,Opañel
16242,657598865975149279,Valdeacederas
16243,657624594784029579,Valdeacederas
16244,657693761690055047,Simancas
16245,657700032812309626,Palacio
16246,657714687854311304,Palacio
16247,657867359096964782,Embajadores
16248,657870521685480112,San Diego
16249,657925934449674472,Lista
16250,657948192575351988,Palacio
16251,658003284022457087,Palos de Moguer
16252,658352567199619584,Gaztambide
16253,658354117286949678,Nueva España
16254,658368955216399346,Embajadores
16255,658397356319122621,Palos de Moguer
16256,658417667233223586,Universidad
16257,658423667773187518,Bellas Vistas
16258,658423852580155005,Embajadores
16259,658479420283599023,Comillas
16260,658500721367393761,Rios Rosas
16261,658511851481046643,Embajadores
16262,658523218191095591,Embajadores
16263,658609915431108508,Moscardó
16264,658612564102956230,Justicia
16265,658617977097773359,Casco Histórico de Vallecas
16266,658632211099419142,Nueva España
16267,658634229076058281,Valverde
16268,658664805859277954,Palos de Moguer
16269,658674153715739839,Valdefuentes
16270,658740721260448607,Cortes
16271,659058759521599745,Trafalgar
16272,659063297189282108,Almagro
16273,659096104151641694,Justicia
16274,659105199123582689,Embajadores
16275,659111911973051473,Trafalgar
16276,659123054635759016,Canillas
16277,659133808914941395,Concepción
16278,659138398745553582,Sol
16279,659144287626068985,Casco Histórico de Vallecas
16280,659153458238391820,Puerta del Angel
16281,659271519077062182,Valdefuentes
16282,659271580748132597,Palomas
16283,659273753403106869,Nueva España
16284,659303867734431221,Palacio
16285,659331995230678973,Cuatro Caminos
16286,659405020756490778,Justicia
16287,659408045877329704,Berruguete
16288,659445885540664857,Universidad
16289,659450585548924629,Los Rosales
16290,659456213964330436,Embajadores
16291,659464417661964252,Canillejas
16292,659649687225427651,Valverde
16293,659717291378169290,Casco Histórico de Vallecas
16294,659761974384678202,Gaztambide
16295,659770652171326086,Legazpi
16296,659786032315435000,Embajadores
16297,659810491699555860,Sol
16298,659821196963737929,Justicia
16299,659847378657635469,Cortes
16300,659864119804282326,Goya
16301,659871047285678805,Embajadores
16302,659951536657267346,Arapiles
16303,659971772969888696,Casco Histórico de Vallecas
16304,660027277154278102,Sol
16305,660095984349264205,Universidad
16306,660107501705949019,Sol
16307,660120184966543768,Hispanoamérica
16308,660139500537852378,Puerta del Angel
16309,660165414487997809,Salvador
16310,660172264305915326,Berruguete
16311,660175609966823129,Trafalgar
16312,660176335869407622,Sol
16313,660194332933012417,Delicias
16314,660253505300723720,Embajadores
16315,660279578104227624,Palomeras Bajas
