,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,occupancy_rate
13784,53897350,Rental unit in Madrid · ★4.60 · 2 bedrooms · 3 beds · 2 baths,129148796,Miguel,Salamanca,Castellana,40.43241,-3.67976,Entire home/apt,210,5,5,2023-04-28,0.36,1,89,4,0.7561643835616438
13785,53767926,Rental unit in Madrid · ★4.50 · 3 bedrooms · 5 beds · 2 baths,431124003,Emilio,Retiro,Niño Jesús,40.40894,-3.67682,Entire home/apt,273,1,34,2023-05-16,1.94,9,319,16,0.12602739726027398
13786,53897625,Hostel in Madrid · ★4.83 · 1 bedroom · 1 bed · 1 private bath,18181859,Emba Room,Arganzuela,Chopera,40.39934,-3.69882,Private room,62,1,41,2023-05-23,2.32,5,222,17,0.3917808219178082
13787,53898049,Hostel in Madrid · ★4.88 · 1 bedroom · 1 bed · 1 private bath,18181859,Emba Room,Arganzuela,Chopera,40.39888,-3.70028,Private room,62,2,34,2023-05-24,1.94,5,220,16,0.3972602739726027
13788,53898544,Condo in Madrid · ★4.73 · 1 bedroom · 1 bed · 1 private bath,422253536,Celia,Moratalaz,Fontarrón,40.40032,-3.64126,Private room,34,1,11,2022-12-18,0.97,1,0,11,1.0
13789,53768395,Rental unit in Madrid · ★4.25 · 2 bedrooms · 2 beds · 1 bath,431124003,Emilio,Centro,Justicia,40.42179,-3.69793,Entire home/apt,106,1,20,2023-03-26,1.32,9,0,7,1.0
13790,53776119,Rental unit in Madrid · ★4.62 · 1 bedroom · 2 beds · 1 bath,30799051,Pedro,Tetuán,Bellas Vistas,40.45049,-3.70633,Entire home/apt,96,2,39,2023-06-05,2.22,2,363,28,0.005479452054794521
13791,53899941,Rental unit in Madrid · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,118987428,Guillermo,Arganzuela,Acacias,40.40044,-3.70107,Private room,66,1,39,2023-06-08,2.21,1,354,18,0.030136986301369864
13792,53777369,Rental unit in Madrid · ★4.61 · 1 bedroom · 1 bath,394687867,Jorge,Centro,Palacio,40.42048,-3.70972,Entire home/apt,91,2,51,2023-05-10,2.84,58,315,22,0.136986301369863
13793,53900697,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 private bath,106699882,Maurizio,Salamanca,Lista,40.42914,-3.67447,Private room,84,3,17,2023-06-04,1.55,1,296,17,0.18904109589041096
13794,53777771,Rental unit in Madrid · Studio · 1 bed · 1 bath,112053373,Elena,Centro,Sol,40.416157,-3.706493,Entire home/apt,95,70,2,2023-06-03,0.18,2,21,2,0.9424657534246575
13795,53902438,Rental unit in Madrid · ★4.76 · 1 bedroom · 3 beds · 1 bath,199159693,Ana Isabel,Ciudad Lineal,San Pascual,40.43725,-3.65699,Entire home/apt,109,3,17,2023-05-01,1.1,1,356,10,0.024657534246575342
13796,53778362,Home in Madrid · ★4.42 · 3 bedrooms · 5 beds · 2 baths,230030303,Luis,Centro,Palacio,40.41577,-3.70899,Entire home/apt,249,2,12,2022-10-09,0.68,5,350,7,0.0410958904109589
13797,53778911,Rental unit in Madrid · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,142578,Daniel,Centro,Justicia,40.42818,-3.69997,Private room,49,3,78,2023-05-27,4.43,12,60,63,0.8356164383561644
13798,53904678,Rental unit in Madrid · ★4.73 · 1 bedroom · 1 bed · 1 bath,427520824,Manuel,Centro,Universidad,40.4218,-3.7018,Entire home/apt,100,2,33,2023-05-26,1.89,5,105,19,0.7123287671232876
13799,53779246,Vacation home in Madrid · 1 bedroom · 1 bed · 1 bath,53055835,Javier,Tetuán,Cuatro Caminos,40.45115025626348,-3.700966479385512,Entire home/apt,51,30,1,2023-05-30,1.0,1,280,1,0.2328767123287671
13800,53779277,Rental unit in Madrid · ★4.82 · 4 bedrooms · 5 beds · 2 baths,90615844,Juan,Centro,Embajadores,40.409996,-3.708204,Entire home/apt,296,1,101,2023-06-02,5.7,38,156,75,0.5726027397260274
13801,53910718,Loft in Madrid · ★4.77 · 1 bedroom · 2 beds · 1 bath,6518860,Joaquín,Ciudad Lineal,Pueblo Nuevo,40.42706,-3.64183,Entire home/apt,75,2,84,2023-06-06,4.8,2,136,56,0.6273972602739726
13802,53782059,Rental unit in Madrid · ★5.0 · 3 bedrooms · 3 beds · 2 baths,57261707,Alvaro,Centro,Justicia,40.424725,-3.696322,Entire home/apt,281,4,41,2023-04-21,2.48,1,29,33,0.9205479452054794
13803,53911916,Rental unit in Madrid · ★4.81 · 1 bedroom · 1 bed · 1 bath,435835691,Maria Cruz Y Juan,Centro,Palacio,40.41657,-3.71122,Entire home/apt,116,3,53,2023-05-27,3.18,1,131,37,0.6410958904109589
13804,53783949,Rental unit in Madrid · ★5.0 · 2 bedrooms · 1 bed · 1.5 shared baths,435626520,Clara,Latina,Lucero,40.40618,-3.74226,Private room,38,1,10,2023-04-26,0.71,1,46,9,0.873972602739726
13805,53787924,Rental unit in Madrid · ★4.73 · 2 bedrooms · 4 beds · 1 bath,284919826,Roni,Carabanchel,San Isidro,40.3976,-3.72027,Entire home/apt,119,3,11,2023-04-28,0.67,3,171,10,0.5315068493150685
13806,53912125,Rental unit in Madrid · ★4.07 · 2 bedrooms · 3 beds · 1 bath,260242598,Benigno,Centro,Universidad,40.4249,-3.7014,Entire home/apt,189,2,15,2023-05-28,0.85,2,176,5,0.5178082191780822
13808,53912255,Rental unit in Madrid · ★5.0 · 2 bedrooms · 2 beds · 2 baths,1499812,Fernando,Centro,Universidad,40.42149,-3.70519,Entire home/apt,300,3,26,2023-06-06,1.68,1,256,16,0.29863013698630136
13810,53916081,Rental unit in Madrid · ★4.76 · 2 bedrooms · 2 beds · 2 baths,28038703,Luxury Rentals Madrid,Centro,Justicia,40.42146,-3.69803,Entire home/apt,236,3,21,2023-05-16,1.22,102,211,15,0.42191780821917807
13811,53792157,Rental unit in Madrid · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,435710389,Hildemaro,Puente de Vallecas,San Diego,40.38922,-3.66902,Entire home/apt,10,5,10,2023-05-20,0.76,9,0,9,1.0
13812,53795501,Condo in Madrid · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,258251501,Anthony,Hortaleza,Canillas,40.46776,-3.63224,Private room,20,2,4,2022-09-18,0.22,2,38,3,0.8958904109589041
13813,53918129,Rental unit in Madrid · ★4.64 · 1 bedroom · 1 bed · 1 bath,37895352,Nacho,Ciudad Lineal,Ventas,40.42659,-3.65624,Entire home/apt,54,2,33,2023-04-24,1.96,3,0,19,1.0
13814,53796467,Hostel in Madrid · ★4.80 · 1 bedroom · 1 bed · 1 private bath,18181859,Emba Room,Arganzuela,Chopera,40.39928,-3.70067,Private room,63,1,79,2023-05-23,4.4,5,207,42,0.4328767123287671
13815,53918728,Rental unit in Madrid · ★4.30 · 3 bedrooms · 3 beds · 2.5 baths,28786243,Emilio,Centro,Embajadores,40.4129,-3.70719,Entire home/apt,326,1,10,2023-04-27,0.6,68,334,6,0.08493150684931507
13816,53919016,Rental unit in Madrid · ★4.71 · 2 bedrooms · 3 beds · 2 baths,28786243,Emilio,Centro,Cortes,40.41571,-3.70047,Entire home/apt,308,1,48,2023-05-23,2.98,68,308,33,0.15616438356164383
13817,53802468,Rental unit in Madrid · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,142578,Daniel,Centro,Universidad,40.42654,-3.70193,Private room,41,3,96,2023-06-06,5.34,12,54,68,0.852054794520548
13818,53802546,Rental unit in Madrid · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,142578,Daniel,Centro,Justicia,40.42813,-3.70192,Private room,46,3,70,2023-06-06,4.0,12,53,54,0.8547945205479452
13819,53928962,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,6908477,Monica,Centro,Justicia,40.42425,-3.69833,Entire home/apt,179,3,4,2023-05-03,0.32,1,0,2,1.0
13820,53929074,Condo in Madrid · ★4.92 · 2 bedrooms · 3 beds · 2 baths,215817333,John,Centro,Palacio,40.42092,-3.71301,Entire home/apt,153,2,59,2023-06-06,6.21,1,218,59,0.40273972602739727
13821,53803983,Rental unit in Madrid · ★4.86 · Studio · 1 bed · 1 bath,5234573,Eva,Centro,Sol,40.417179,-3.702779,Entire home/apt,106,3,14,2023-05-25,0.79,9,265,9,0.273972602739726
13822,53929584,Rental unit in Madrid · ★4.64 · Studio · 1 bed · 1 bath,24724079,Javier,Centro,Justicia,40.42181,-3.69884,Entire home/apt,95,4,67,2023-05-31,4.0,2,203,46,0.4438356164383562
13823,53804922,Rental unit in Madrid · ★4.87 · 2 bedrooms · 2 beds · 1 bath,430264712,Emilio,Centro,Palacio,40.41158,-3.71294,Entire home/apt,190,1,15,2023-05-15,0.9,40,341,14,0.06575342465753424
13824,53805195,Bed and breakfast in Madrid · 1 bedroom · 1 bed · 1 shared bath,98257485,Bed Madrid,Centro,Justicia,40.42584,-3.69964,Shared room,35,1,2,2022-10-31,0.23,4,364,2,0.0027397260273972603
13825,53805386,Rental unit in Madrid · ★4.0 · 2 bedrooms · 3 beds · 2 baths,430264712,Emilio,Centro,Palacio,40.42155,-3.71014,Entire home/apt,207,1,4,2023-02-20,0.23,40,339,2,0.07123287671232877
13826,53930309,Rental unit in Madrid · ★4.59 · 1 bedroom · 2 beds · 1 bath,129000409,Olala Homes,Puente de Vallecas,San Diego,40.397646625670674,-3.668140456851397,Entire home/apt,108,1,22,2023-05-23,1.3,56,313,15,0.14246575342465753
13827,53805632,Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 2 baths,430264712,Emilio,Centro,Palacio,40.41312,-3.71299,Entire home/apt,124,1,12,2023-05-16,0.69,40,342,7,0.06301369863013699
13828,53930697,Rental unit in Madrid · 2 bedrooms · 1 bed · 3.5 baths,106591951,Luxa Home,Salamanca,Castellana,40.43017,-3.68648,Entire home/apt,350,18,1,2022-11-02,0.14,46,143,1,0.6082191780821918
13830,53933061,Rental unit in Madrid · ★4.44 · 2 bedrooms · 3 beds · 2 baths,436376792,Viviendas Y Pisos Unicos,Centro,Palacio,40.40826,-3.71207,Entire home/apt,207,1,27,2023-05-09,1.63,10,49,20,0.8657534246575342
13831,53805789,Bed and breakfast in Madrid · ★3.71 · 1 bedroom · 2 beds · 4 shared baths,98257485,Bed Madrid,Centro,Justicia,40.42426,-3.69962,Private room,176,1,7,2023-04-14,0.4,4,350,3,0.0410958904109589
13832,53806139,Rental unit in Madrid · ★4.16 · 2 bedrooms · 3 beds · 1 bath,430264712,Emilio,Centro,Embajadores,40.40735,-3.69314,Entire home/apt,173,1,19,2023-05-22,1.2,40,344,13,0.057534246575342465
13833,53806385,Rental unit in Madrid · ★4.67 · 1 bedroom · 3 beds · 1 bath,430264712,Emilio,Centro,Embajadores,40.40797,-3.70346,Entire home/apt,159,1,3,2022-07-12,0.18,40,316,2,0.13424657534246576
13834,53933252,Rental unit in Madrid · ★4.50 · 2 bedrooms · 3 beds · 1 bath,436376792,Viviendas Y Pisos Unicos,Centro,Palacio,40.40736,-3.71207,Entire home/apt,189,1,8,2023-05-09,0.7,10,51,8,0.8602739726027397
13836,53806798,Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,291253690,Fran Y Marta,Fuencarral - El Pardo,Valverde,40.50111,-3.67101,Entire home/apt,87,1,2,2022-09-12,0.17,180,0,2,1.0
13837,53933456,Rental unit in Madrid · ★4.80 · 1 bedroom · 2 beds · 1 bath,436376792,Viviendas Y Pisos Unicos,Centro,Palacio,40.40704,-3.71229,Entire home/apt,143,1,5,2023-04-25,0.34,10,55,4,0.8493150684931506
13838,53806986,Rental unit in Madrid · ★4.64 · 3 bedrooms · 5 beds · 2 baths,430264712,Emilio,Centro,Justicia,40.42002,-3.69997,Entire home/apt,325,1,28,2023-05-26,1.82,40,316,24,0.13424657534246576
13839,53807235,Rental unit in Madrid · ★4.71 · 2 bedrooms · 4 beds · 2 baths,430264712,Emilio,Centro,Sol,40.42008,-3.70264,Entire home/apt,272,1,7,2023-05-17,0.58,40,329,7,0.09863013698630137
13840,53935053,Rental unit in Madrid · ★4.0 · 1 bedroom · 1 bed · 1 bath,436376792,Viviendas Y Pisos Unicos,Centro,Embajadores,40.40692,-3.71032,Entire home/apt,143,1,11,2023-05-08,0.73,10,46,5,0.873972602739726
13841,53935394,Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,18600037,Ximena,Centro,Justicia,40.42214,-3.69921,Entire home/apt,150,2,2,2023-04-24,0.58,1,363,2,0.005479452054794521
13842,53807656,Rental unit in Madrid · ★4.17 · 1 bedroom · 2 beds · 1 bath,430264712,Emilio,Centro,Embajadores,40.40997,-3.69644,Entire home/apt,148,1,6,2023-05-01,0.36,40,303,3,0.16986301369863013
13843,53807894,Rental unit in Madrid · ★4.33 · 1 bedroom · 1 bed · 1 bath,430264712,Emilio,Centro,Embajadores,40.40944,-3.69662,Entire home/apt,132,1,12,2023-05-26,0.69,40,347,4,0.049315068493150684
13844,53935579,Rental unit in Madrid · ★4.58 · Studio · 1 bed · 1 bath,436376792,Viviendas Y Pisos Unicos,Centro,Embajadores,40.40672,-3.71032,Entire home/apt,103,1,12,2023-05-08,1.17,10,21,12,0.9424657534246575
13845,53808601,Rental unit in Madrid · ★4.20 · 1 bedroom · 1 bed · 1 bath,219429348,Second,Salamanca,Recoletos,40.42188,-3.68235,Entire home/apt,100,1,59,2023-05-25,3.28,2,128,36,0.6493150684931507
13846,53937208,casa particular in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,3357527,Dani,Moncloa - Aravaca,Argüelles,40.42448,-3.71445,Private room,35,1,7,2022-11-21,0.42,1,0,1,1.0
13847,53945529,Rental unit in Madrid · ★4.71 · 1 bedroom · 1 bed · 1 bath,394687867,Jorge,Centro,Palacio,40.42249,-3.70975,Entire home/apt,85,2,69,2023-05-26,4.0,58,254,38,0.3041095890410959
13848,53813137,Rental unit in Madrid · ★4.11 · 1 bedroom · 2 beds · 1 bath,430264712,Emilio,Centro,Sol,40.41874,-3.70112,Entire home/apt,138,1,9,2023-05-02,0.53,40,338,3,0.07397260273972603
13850,53813352,Rental unit in Madrid · ★3.40 · 2 bedrooms · 2 beds · 2 baths,430264712,Emilio,Centro,Palacio,40.42027,-3.71867,Entire home/apt,135,1,10,2022-11-15,0.59,40,130,4,0.6438356164383562
13851,53813588,Rental unit in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 bath,430264712,Emilio,Chamberí,Arapiles,40.43347,-3.70475,Entire home/apt,133,1,12,2023-01-02,0.69,40,350,8,0.0410958904109589
13852,53979978,Bed and breakfast in Madrid · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,166934622,Beatriz,Ciudad Lineal,Costillares,40.47956,-3.66504,Private room,22,4,16,2023-05-07,1.05,6,226,14,0.38082191780821917
13854,53986429,Vacation home in Madrid · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,437346118,Colibri,Centro,Universidad,40.42275,-3.70529,Private room,55,22,9,2023-05-24,0.75,7,348,9,0.04657534246575343
13856,53952893,Rental unit in Madrid · ★4.52 · 1 bedroom · 1 bed · 1.5 baths,414973051,Cristhian,Centro,Justicia,40.42493,-3.69482,Entire home/apt,106,1,23,2022-07-11,1.37,3,4,8,0.989041095890411
13857,53990781,Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,437399254,Begoña,Centro,Justicia,40.42121887207031,-3.699016094207764,Entire home/apt,150,1,21,2023-05-21,1.32,1,363,13,0.005479452054794521
13858,53955755,Rental unit in Madrid · ★4.89 · 2 bedrooms · 3 beds · 2 baths,117837999,Carmen,Centro,Justicia,40.42326,-3.69821,Entire home/apt,171,1,66,2023-05-31,5.55,4,152,66,0.5835616438356165
13859,53960376,Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,331982718,Gema,Arganzuela,Palos de Moguer,40.40392,-3.69228,Private room,19,90,1,2022-09-01,0.11,22,160,1,0.5616438356164384
13860,53996735,Home in Madrid · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,120839109,Adrian,Centro,Sol,40.41901,-3.70668,Private room,50,1,10,2022-10-08,0.57,1,36,9,0.9013698630136986
13862,53960602,Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,331982718,Gema,Arganzuela,Palos de Moguer,40.40541,-3.69234,Private room,17,90,2,2022-12-31,0.19,22,129,2,0.6465753424657534
13863,53997387,Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,258251501,Anthony,Hortaleza,Canillas,40.46516,-3.63124,Private room,20,2,2,2022-10-01,0.22,2,160,2,0.5616438356164384
13864,53960709,Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,331982718,Gema,Arganzuela,Palos de Moguer,40.40554,-3.6925,Private room,24,90,1,2022-07-03,0.09,22,344,1,0.057534246575342465
13865,54003396,casa particular in Madrid · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,171497636,Maria Cecilia,Arganzuela,Imperial,40.40984,-3.71784,Private room,60,2,27,2023-05-29,1.71,1,298,13,0.18356164383561643
13866,53960846,Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,331982718,Gema,Arganzuela,Palos de Moguer,40.40449,-3.69444,Private room,25,90,2,2022-09-01,0.16,22,313,1,0.14246575342465753
13867,54004420,Rental unit in Madrid · ★4.32 · 1 bedroom · 2 beds · 1 bath,9885245,My Mad Madrid,Centro,Sol,40.41843,-3.69995,Entire home/apt,91,2,92,2023-06-07,5.23,61,312,61,0.14520547945205478
13868,53961488,Condo in Madrid · ★4.95 · 2 bedrooms · 3 beds · 2 baths,5521269,Igor,Centro,Cortes,40.41299,-3.69496,Entire home/apt,253,4,59,2023-06-06,3.4,3,93,39,0.7452054794520548
13869,53962249,Serviced apartment in Madrid · ★4.25 · 2 bedrooms · 2 beds · 1 bath,260242598,Benigno,Centro,Justicia,40.42409,-3.70046,Entire home/apt,191,2,8,2023-03-12,0.71,2,176,8,0.5178082191780822
13870,54012495,Rental unit in Madrid · ★4.06 · 3 bedrooms · 3 beds · 2 baths,437652982,Dana,Centro,Universidad,40.42566,-3.70134,Entire home/apt,198,1,18,2023-05-30,1.1,4,264,9,0.27671232876712326
13871,53963168,Rental unit in Madrid · ★4.20 · 2 bedrooms · 2 beds · 1 bath,31772865,Roomspace,Retiro,Niño Jesús,40.41544,-3.67563,Entire home/apt,214,7,5,2022-06-12,0.29,33,0,1,1.0
13874,54014030,Rental unit in Madrid · ★4.63 · 1 bedroom · 1 bed · 1.5 shared baths,321810560,Roberto & Aaron,Centro,Embajadores,40.40887,-3.70366,Private room,38,1,100,2023-05-25,5.8,4,267,78,0.2684931506849315
13876,54015435,Rental unit in Madrid · ★4.33 · 2 bedrooms · 3 beds · 1 bath,14032635,Carlos,Puente de Vallecas,San Diego,40.39188,-3.66956,Entire home/apt,240,1,3,2022-12-23,0.19,38,364,2,0.0027397260273972603
13878,54015869,Condo in Madrid · 1 bedroom · 1 bed · 2 shared baths,204662752,Tania & Gonzalo,Tetuán,Castillejos,40.45725,-3.69758,Private room,33,30,2,2022-08-22,0.17,4,355,2,0.0273972602739726
13879,54016223,Condo in Madrid · ★4.75 · 1 bedroom · 1 bed · 2 shared baths,204662752,Tania & Gonzalo,Tetuán,Cuatro Caminos,40.45533,-3.6978,Private room,29,30,4,2023-05-01,0.38,4,360,4,0.0136986301369863
13880,53969604,Rental unit in Madrid · ★4.73 · 1 bedroom · 3 beds · 1 bath,437184214,Constanza,Centro,Justicia,40.42238,-3.69848,Entire home/apt,151,1,49,2023-06-01,2.81,1,260,34,0.2876712328767123
13881,53969931,Condo in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,162833006,Miguel,Latina,Puerta del Angel,40.40958,-3.73037,Entire home/apt,88,20,4,2022-06-30,0.24,1,152,1,0.5835616438356165
13882,54017282,Rental unit in Madrid · ★4.69 · 1 bedroom · 3 beds · 1 bath,437701304,Pedro,Centro,Sol,40.41527,-3.70407,Entire home/apt,122,2,153,2023-06-09,9.11,1,21,105,0.9424657534246575
13883,54028267,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 2 baths,388501073,Rodrigo,Centro,Sol,40.41916,-3.70293,Private room,45,30,4,2023-01-02,0.36,7,345,4,0.0547945205479452
13884,54031326,Condo in Madrid · ★4.76 · 1 bedroom · 1 bed · 1 bath,102812782,Emiliano Javier,Arganzuela,Palos de Moguer,40.4037,-3.70132,Entire home/apt,77,1,21,2022-07-13,1.2,2,271,4,0.25753424657534246
13885,53971470,Rental unit in Madrid · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,21104603,Gladys,Hortaleza,Canillas,40.46247863769531,-3.6474130153656006,Private room,20,1,74,2023-06-04,4.48,3,259,68,0.29041095890410956
13886,54032403,Rental unit in Madrid · ★4.53 · 2 bedrooms · 4 beds · 2 baths,377605855,Marco,Carabanchel,Comillas,40.39484,-3.71029,Entire home/apt,189,1,15,2023-01-24,0.89,266,73,12,0.8
13888,54032404,Rental unit in Madrid · ★4.75 · 2 bedrooms · 4 beds · 2 baths,377605855,Marco,Carabanchel,Comillas,40.3949,-3.7109,Entire home/apt,182,1,28,2023-05-15,1.61,266,97,13,0.7342465753424657
13889,54032406,Rental unit in Madrid · ★4.64 · 2 bedrooms · 4 beds · 2 baths,377605855,Marco,Carabanchel,Comillas,40.39473,-3.71166,Entire home/apt,370,1,14,2023-03-11,0.88,266,67,10,0.8164383561643835
13890,53975982,Rental unit in Madrid · ★4.50 · 3 bedrooms · 3 beds · 1 bath,437126415,Baltasar,Tetuán,Cuatro Caminos,40.44998,-3.69939,Entire home/apt,155,1,10,2023-02-26,0.6,2,333,7,0.08767123287671233
13891,53976240,Serviced apartment in Madrid · 1 bedroom · 2 beds · 1 bath,436233107,SmartRental,Centro,Universidad,40.42348,-3.7007,Entire home/apt,161,1,2,2022-08-03,0.14,4,295,1,0.1917808219178082
13892,54032407,Rental unit in Madrid · ★4.81 · 2 bedrooms · 4 beds · 2 baths,377605855,Marco,Carabanchel,Comillas,40.39491,-3.71208,Entire home/apt,162,1,16,2023-06-05,0.94,266,96,10,0.736986301369863
13893,53976254,Serviced apartment in Madrid · 1 bedroom · 2 beds · 1 bath,436233107,SmartRental,Centro,Universidad,40.42222,-3.70089,Entire home/apt,171,1,2,2023-03-08,0.14,4,331,1,0.09315068493150686
13894,54036201,Rental unit in Madrid · Studio · 1 bed · 2 shared baths,1891477,Diogo,Centro,Universidad,40.42582,-3.70162,Private room,38,1,1,2023-04-26,0.65,17,0,1,1.0
13895,53976264,Serviced apartment in Madrid · ★3.33 · 2 bedrooms · 3 beds · 1 bath,436233107,SmartRental,Centro,Justicia,40.42331,-3.69895,Entire home/apt,234,1,3,2023-05-12,0.19,4,361,2,0.010958904109589041
13896,54037563,Rental unit in Madrid · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,389829910,Alberto,Centro,Justicia,40.42264,-3.70052,Entire home/apt,92,1,193,2023-06-07,11.49,5,152,144,0.5835616438356165
13897,54043630,Rental unit in Madrid · ★4.76 · 4 bedrooms · 6 beds · 3 baths,437967230,Israel,Centro,Palacio,40.41837,-3.70857,Entire home/apt,282,1,45,2023-05-22,2.88,1,206,32,0.43561643835616437
13898,53978563,Rental unit in Madrid · ★3.75 · 3 bedrooms · 3 beds · 1 bath,223688500,Jose&Pilar,Chamberí,Gaztambide,40.43262,-3.71234,Entire home/apt,85,20,4,2023-03-17,0.26,3,361,2,0.010958904109589041
