id,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,bathrooms,accommodates,bedrooms,host_is_superhost,beds,availability_30,monthly_occupancy,month,day,district_key,neighborhood_key,neighbourhood_group,median_price,how_expensive,predict
696529535827260900,40.41051845515631,-3.700501956045628,113,3,18,1.99,364,1.0,4,1.0,1.0,2.0,29,0.03333333333333333,5,14,1,6,Centro,106.0,15.0,134.1603398882735
700819950248950911,40.346355,-3.7052779,49,1,13,1.44,132,1.0,2,,,1.0,11,0.6333333333333333,5,18,11,34,Villaverde,45.0,2.0,34.3296904957372
700921618602191989,40.41014,-3.69437,230,1,10,1.35,259,2.0,8,4.0,,6.0,1,0.9666666666666667,4,21,1,19,Centro,106.0,15.0,238.15304794947048
698045791540394117,40.40216,-3.69251,40,1,82,8.75,38,1.0,2,,,1.0,6,0.8,6,6,8,16,Arganzuela,81.0,12.0,45.02290453333553
701120352859331405,40.41873,-3.69579,142,1,30,3.25,273,1.0,4,2.0,0.0,3.0,3,0.9,5,14,1,19,Centro,106.0,15.0,150.66796858800805
698290242639694289,40.42921,-3.6698,70,1,9,0.99,71,1.0,2,,,1.0,19,0.36666666666666664,5,21,3,41,Salamanca,120.0,16.0,70.59365362344974
701178621073538966,40.43886,-3.67674,189,1,2,0.65,303,2.0,4,3.0,0.0,3.0,10,0.6666666666666666,5,27,12,49,Chamartín,93.0,14.0,182.05846888625837
701179522944757562,40.43131,-3.70393,75,5,4,0.45,363,2.0,2,,,2.0,28,0.06666666666666667,4,27,4,8,Chamberí,88.0,13.0,62.07750592916359
701180981630652294,40.4258,-3.70185,60,3,31,3.6,34,2.0,2,,,2.0,12,0.6,5,17,1,1,Centro,106.0,15.0,52.37151485530475
698331016214499544,40.41022145534306,-3.7084913203747463,50,3,3,3.0,358,1.0,2,,0.0,1.0,23,0.23333333333333334,6,2,1,6,Centro,106.0,15.0,65.33073397346745
698344353802679013,40.39051700327538,-3.7209690905467023,97,1,11,2.37,40,1.0,2,1.0,1.0,1.0,14,0.5333333333333333,5,22,18,42,Carabanchel,55.0,7.0,79.73835225777398
701183186886305369,40.40428,-3.7316,94,2,18,2.14,347,1.0,2,1.0,0.0,1.0,20,0.3333333333333333,6,7,19,104,Latina,45.0,2.0,79.85980708567868
698437318352202723,40.40991,-3.70181,108,5,6,0.81,363,1.0,2,1.0,0.0,1.0,28,0.06666666666666667,5,1,1,6,Centro,106.0,15.0,113.18580014890816
698506812996638896,40.4103088,-3.7020087,137,1,53,5.8,320,1.0,5,3.0,0.0,4.0,13,0.5666666666666667,5,26,1,6,Centro,106.0,15.0,171.45394244833722
701188105318462065,40.43208,-3.70598,44,5,3,0.35,349,2.0,1,,,1.0,14,0.5333333333333333,4,5,4,27,Chamberí,88.0,13.0,41.25342227263782
701195387213360219,40.43323,-3.70389,45,5,7,0.79,353,2.0,1,,,1.0,18,0.4,6,2,4,8,Chamberí,88.0,13.0,41.36005046774954
698511457227627416,40.41493,-3.69735,101,1,10,1.24,165,1.0,2,1.0,1.0,1.0,4,0.8666666666666667,5,11,1,19,Centro,106.0,15.0,102.06563652627902
698551163538364888,40.43821,-3.63553,98,2,1,0.11,106,1.0,3,1.0,0.0,1.0,7,0.7666666666666667,9,20,15,31,San Blas - Canillejas,60.0,8.0,83.53407468075649
701199666886728026,40.4589,-3.5895,30,2,35,4.18,272,1.0,2,,,1.0,3,0.9,6,1,7,113,Barajas,49.5,4.0,40.08112102891131
698602032967503852,40.40230420169928,-3.693477571561999,43,1,79,9.19,77,1.0,3,,0.0,2.0,0,1.0,6,6,8,16,Arganzuela,81.0,12.0,50.37786444728013
701211230857023746,40.41294,-3.72582,20,2,20,2.23,85,1.0,1,,,1.0,5,0.8333333333333334,5,23,19,57,Latina,45.0,2.0,28.51974665474047
701228034333215922,40.45971,-3.58766,45,2,16,1.89,320,1.0,2,,,1.0,14,0.5333333333333333,6,5,7,113,Barajas,49.5,4.0,46.66644372246208
701234898990771974,40.42056,-3.69932,114,1,12,1.47,357,1.0,2,1.0,1.0,1.0,22,0.26666666666666666,6,6,1,5,Centro,106.0,15.0,117.49898281839334
701256268336143474,40.4077013,-3.6884722,117,30,1,0.13,341,2.0,3,2.0,0.0,2.0,6,0.8,10,31,6,52,Retiro,88.0,13.0,111.0280492592057
698950533003511697,40.42675,-3.67149,220,7,3,0.36,119,2.0,4,2.0,0.0,2.0,5,0.8333333333333334,5,1,3,7,Salamanca,120.0,16.0,169.92619266025395
698970411358444010,40.40153,-3.67752,53,1,58,6.24,250,1.0,2,,,1.0,1,0.9666666666666667,6,9,6,20,Retiro,88.0,13.0,43.44477309464446
701293719870965635,40.39218,-3.69376,45,3,26,2.87,362,1.0,2,,,1.0,27,0.1,6,6,8,18,Arganzuela,81.0,12.0,62.10920600826424
698983147311162948,40.40858,-3.70352,80,60,1,0.19,315,1.0,3,,0.0,2.0,0,1.0,1,4,1,6,Centro,106.0,15.0,83.8104490945495
701849851322611270,40.41194,-3.69677,111,1,25,2.68,311,1.0,3,1.0,0.0,1.0,17,0.43333333333333335,5,21,1,19,Centro,106.0,15.0,129.91016754159432
699012631268837878,40.38122,-3.79295,31,2,12,1.64,323,2.0,3,,,1.0,17,0.43333333333333335,5,14,19,73,Latina,45.0,2.0,41.75745352991945
699026481022162619,40.38793,-3.73675,50,3,34,4.15,64,1.0,2,,,1.0,20,0.3333333333333333,5,24,18,92,Carabanchel,55.0,7.0,41.31615779919573
701901852588359290,40.4311,-3.67313,100,2,25,2.69,322,1.0,3,1.0,0.0,2.0,12,0.6,5,29,3,41,Salamanca,120.0,16.0,113.68439865040908
699054126057285678,40.42046,-3.70904,169,3,36,4.04,163,2.0,4,2.0,0.0,2.0,16,0.4666666666666667,5,26,1,4,Centro,106.0,15.0,183.50505193307595
701913345862135346,40.46271,-3.69532,99,2,10,2.38,129,1.0,8,3.0,0.0,4.0,0,1.0,5,1,10,29,Tetuán,79.0,11.0,117.15011384951366
699057016506049049,40.41311813765677,-3.696353178631953,150,4,46,5.35,240,1.0,4,2.0,1.0,3.0,0,1.0,6,5,1,19,Centro,106.0,15.0,129.8003883966361
699058509902131544,40.43678,-3.68114,129,2,6,0.73,207,1.0,2,1.0,0.0,1.0,13,0.5666666666666667,5,6,3,53,Salamanca,120.0,16.0,123.37833120140526
699082950260601232,40.45073,-3.67064,50,7,2,0.3,358,1.0,1,,,1.0,23,0.23333333333333334,3,21,12,55,Chamartín,93.0,14.0,44.8608842046259
702026195335321113,40.42915533850616,-3.658070924719649,30,1,1,1.0,362,1.0,1,,,1.0,27,0.1,5,30,5,46,Ciudad Lineal,54.0,6.0,36.49008956979127
699093319009525717,40.4068,-3.71521,56,2,35,3.85,337,1.0,2,,,1.0,12,0.6,6,6,8,54,Arganzuela,81.0,12.0,47.25541697881896
702035659810775392,40.45841,-3.58771,44,2,16,1.89,327,1.0,2,,,1.0,10,0.6666666666666666,5,16,7,113,Barajas,49.5,4.0,46.76149282790287
699111569181365389,40.41659,-3.69824,80,1,5,0.52,365,3.0,4,,,1.0,30,0.0,11,2,1,19,Centro,106.0,15.0,84.55842334686939
699137217551431751,40.39676,-3.66843,28,3,11,1.14,88,1.0,1,,,1.0,28,0.06666666666666667,4,11,14,28,Puente de Vallecas,50.0,5.0,38.84709297696995
699179837334682179,40.41947456633189,-3.703102022409439,264,2,16,1.84,181,2.0,6,3.0,1.0,4.0,7,0.7666666666666667,6,1,1,2,Centro,106.0,15.0,197.8583743022119
702055510046766390,40.41917,-3.67573,150,2,23,2.59,0,1.0,4,2.0,0.0,2.0,0,1.0,6,4,6,12,Retiro,88.0,13.0,127.76554888548846
699194822865128099,40.42619,-3.61043,28,1,28,3.08,358,1.0,2,,,1.0,24,0.2,5,24,15,111,San Blas - Canillejas,60.0,8.0,44.2779905714228
702098120802251187,40.43161,-3.71505,160,3,3,0.33,0,1.0,4,2.0,0.0,2.0,0,1.0,10,2,4,43,Chamberí,88.0,13.0,140.99334037395724
699208942844538110,40.36251,-3.76376,45,3,26,2.77,12,1.0,2,,,1.0,0,1.0,5,29,18,86,Carabanchel,55.0,7.0,39.35086058752808
699398687599817094,40.42982,-3.70705,40,5,3,0.84,1,1.0,2,,,1.0,1,0.9666666666666667,4,30,4,27,Chamberí,88.0,13.0,47.36519391951779
702637349227792896,40.44275,-3.67495,112,2,33,4.23,169,1.0,4,2.0,1.0,2.0,14,0.5333333333333333,6,4,12,49,Chamartín,93.0,14.0,121.68832627862685
699677487682533342,40.41081,-3.70754,260,1,28,3.36,219,1.0,8,3.0,0.0,5.0,9,0.7,6,3,1,6,Centro,106.0,15.0,221.36200393260543
702801644818886251,40.41106,-3.7062,160,1,35,4.18,333,2.0,7,2.0,0.0,5.0,7,0.7666666666666667,6,5,1,6,Centro,106.0,15.0,200.1432276414168
699698799072603342,40.4414,-3.67377,70,4,3,0.34,0,1.0,3,1.0,0.0,1.0,0,1.0,10,22,12,49,Chamartín,93.0,14.0,92.01878892396984
702806304156733144,40.42482,-3.65182,51,1,45,4.89,347,1.0,2,,,1.0,20,0.3333333333333333,5,28,5,46,Ciudad Lineal,54.0,6.0,45.947636966430686
699760414926260786,40.41303,-3.6996,126,3,1,0.39,365,1.0,7,3.0,0.0,2.0,30,0.0,3,26,1,19,Centro,106.0,15.0,139.81375570211637
702899531238316734,40.45997,-3.58883,48,2,27,2.89,328,1.0,2,,,1.0,14,0.5333333333333333,6,4,7,113,Barajas,49.5,4.0,45.74136019176059
699790997348967835,40.42467193981895,-3.671811225182677,59,1,22,2.45,38,1.0,2,,,1.0,4,0.8666666666666667,6,6,3,7,Salamanca,120.0,16.0,49.45760005764845
699844104896763371,40.364206,-3.7603805,153,3,6,0.67,325,2.0,5,3.0,1.0,3.0,16,0.4666666666666667,5,22,18,86,Carabanchel,55.0,7.0,136.87117317609915
702909690114672442,40.44911,-3.70863,115,3,28,3.02,305,1.0,5,2.0,0.0,3.0,10,0.6666666666666666,5,27,10,81,Tetuán,79.0,11.0,111.82924539364242
702914087829051304,40.38193,-3.58514,146,2,6,0.71,174,1.0,6,3.0,0.0,3.0,2,0.9333333333333333,2,18,17,37,Vicálvaro,35.0,1.0,124.16408126912653
703005325366639744,40.41948,-3.70733,144,29,7,0.94,317,2.0,5,2.0,1.0,3.0,3,0.9,4,2,1,2,Centro,106.0,15.0,150.35093599318455
699895568896323478,40.41472,-3.70463,116,1,8,0.86,330,1.0,2,2.0,0.0,2.0,14,0.5333333333333333,4,25,1,2,Centro,106.0,15.0,145.21589298496346
703254850438657010,40.41372,-3.6969,215,4,33,3.72,55,2.0,4,2.0,1.0,3.0,3,0.9,5,29,1,19,Centro,106.0,15.0,169.07587118804705
703308710046251735,40.42518,-3.70565,234,1,20,2.21,264,2.0,7,4.0,1.0,4.0,9,0.7,5,27,1,1,Centro,106.0,15.0,239.34820480983927
699913104719415927,40.43042,-3.70191,71,3,28,3.35,306,1.0,2,1.0,0.0,2.0,5,0.8333333333333334,5,22,4,8,Chamberí,88.0,13.0,95.0468486091588
703353004366302371,40.3905,-3.71469,49,2,1,0.11,314,0.0,4,,0.0,2.0,19,0.36666666666666664,9,18,18,48,Carabanchel,55.0,7.0,72.49100786062615
699932336390120495,40.45708,-3.70354,50,1,3,0.4,313,1.0,2,,,1.0,0,1.0,5,14,10,45,Tetuán,79.0,11.0,46.08104197056765
703533697427204777,40.40961934066151,-3.697812035679817,66,2,3,0.38,342,1.0,2,1.0,0.0,1.0,21,0.3,3,19,1,6,Centro,106.0,15.0,103.93919026499584
699934569184964432,40.39525,-3.69732,41,1,21,2.23,350,1.0,2,,,1.0,15,0.5,5,28,8,15,Arganzuela,81.0,12.0,47.7681591356583
703741824285194115,40.42771,-3.67669,162,4,29,3.16,324,1.0,2,,1.0,1.0,10,0.6666666666666666,5,27,3,7,Salamanca,120.0,16.0,108.25792190137122
699968283186753709,40.43655,-3.70381,102,3,10,1.24,88,1.0,2,1.0,1.0,1.0,28,0.06666666666666667,4,29,4,8,Chamberí,88.0,13.0,125.0030906839501
704029624646567527,40.42102,-3.7018,99,3,3,0.41,60,1.0,2,1.0,0.0,1.0,7,0.7666666666666667,4,15,1,1,Centro,106.0,15.0,108.20159875231454
704100444481559826,40.41032,-3.70549,65,3,33,3.63,21,1.0,2,,,1.0,16,0.4666666666666667,6,9,1,6,Centro,106.0,15.0,60.40757957800393
700077155011972813,40.44014,-3.64278,31,1,24,2.49,90,1.0,2,,,1.0,1,0.9666666666666667,2,12,5,64,Ciudad Lineal,54.0,6.0,37.893137094188894
704125951866049223,40.41044773995196,-3.672588402099619,32,5,2,0.86,0,1.0,1,,,1.0,0,1.0,4,19,6,23,Retiro,88.0,13.0,37.177278386379456
700107948514058745,40.40721,-3.70691,60,3,9,1.23,287,1.0,1,1.0,0.0,1.0,9,0.7,1,21,1,6,Centro,106.0,15.0,75.47206007512696
700406690982875071,40.43166,-3.70577,50,5,4,0.43,365,1.0,1,,,1.0,30,0.0,5,23,4,27,Chamberí,88.0,13.0,48.30276905799115
704225446065440821,40.425252,-3.69852,83,3,36,4.06,159,1.0,2,1.0,1.0,1.0,6,0.8,6,7,1,5,Centro,106.0,15.0,96.19694560296296
700428413782125821,40.39069,-3.7444,25,2,24,2.55,171,1.0,2,,,1.0,21,0.3,5,28,19,116,Latina,45.0,2.0,41.4780560773075
704234127131297617,40.39332,-3.70618,40,1,12,1.29,0,2.0,1,,,2.0,0,1.0,5,13,18,48,Carabanchel,55.0,7.0,31.979085187318933
704267991344494752,40.393,-3.76834,25,2,9,1.0,0,1.0,1,,,1.0,0,1.0,6,4,19,116,Latina,45.0,2.0,29.14064743909823
700440387210856030,40.4537964,-3.6027098,183,1,2,0.32,365,1.0,2,1.0,0.0,1.0,30,0.0,1,1,7,113,Barajas,49.5,4.0,157.1970661183907
700456972063385144,40.40725,-3.70042,150,1,24,2.81,211,1.0,4,2.0,0.0,2.0,4,0.8666666666666667,5,20,1,6,Centro,106.0,15.0,145.74565073824144
704719349523260024,40.42036,-3.70248,213,1,43,5.18,335,1.0,6,2.0,0.0,2.0,22,0.26666666666666666,5,20,1,1,Centro,106.0,15.0,184.6392464401169
704742700441763692,40.4266928,-3.6869867,240,15,1,0.42,92,2.0,4,2.0,0.0,3.0,0,1.0,3,31,3,13,Salamanca,120.0,16.0,172.6584039019253
704818132282906844,40.4124531,-3.7017295,94,3,17,2.02,130,1.0,2,,,1.0,21,0.3,5,21,1,6,Centro,106.0,15.0,73.03316478877872
700518905193160882,40.4245547,-3.6991939,94,30,1,0.19,285,1.0,2,1.0,0.0,1.0,0,1.0,12,31,1,5,Centro,106.0,15.0,90.74581763221826
704835712951283463,40.4133,-3.70995,39,6,5,0.6,313,1.0,1,,,1.0,5,0.8333333333333334,5,24,1,4,Centro,106.0,15.0,41.41643839948584
704853854401181659,40.41258,-3.70431,111,3,16,1.73,266,1.0,4,1.0,0.0,1.0,2,0.9333333333333333,6,8,1,6,Centro,106.0,15.0,104.97435403165552
700557685549677538,40.40035,-3.69621,140,1,9,0.97,334,1.0,3,2.0,1.0,2.0,27,0.1,6,3,8,18,Arganzuela,81.0,12.0,142.07043441854424
700574780368680263,40.41015,-3.71271,148,3,22,2.48,133,2.0,6,2.0,0.0,4.0,19,0.36666666666666664,5,30,1,4,Centro,106.0,15.0,175.7440198675517
704970777612119838,40.44626,-3.69751,87,1,3,0.36,321,1.0,2,,0.0,1.0,0,1.0,5,2,4,11,Chamberí,88.0,13.0,95.61629536485334
700600865008992619,40.43879,-3.67215,166,1,17,2.71,93,2.0,6,2.0,0.0,4.0,9,0.7,6,4,3,51,Salamanca,120.0,16.0,181.672675338428
700638272306803806,40.37343,-3.72586,51,2,24,2.62,67,1.0,2,,,1.0,12,0.6,6,7,18,121,Carabanchel,55.0,7.0,36.29116851880874
705026531129864485,40.4540601,-3.6720785,165,7,5,0.56,153,2.0,6,4.0,1.0,4.0,3,0.9,1,15,12,60,Chamartín,93.0,14.0,165.81394611589613
700751180986448520,40.41186,-3.69889,141,7,3,0.4,336,1.0,2,1.0,1.0,1.0,1,0.9666666666666667,2,19,1,6,Centro,106.0,15.0,114.31639862188275
705039898268689192,40.4223334,-3.7061366,57,1,65,6.96,123,1.0,2,,,1.0,4,0.8666666666666667,6,9,1,1,Centro,106.0,15.0,51.74715333670103
705117145709627589,40.42285,-3.69705,153,5,6,1.15,344,1.0,3,1.0,1.0,2.0,9,0.7,6,3,1,5,Centro,106.0,15.0,110.2244204827959
706324826221900985,40.39262,-3.65375,40,1,18,1.93,364,1.0,2,,,1.0,29,0.03333333333333333,4,9,14,108,Puente de Vallecas,50.0,5.0,64.92655591772865
705420800254953436,40.413298,-3.7006209,99,1,61,6.85,77,1.0,3,1.0,0.0,2.0,2,0.9333333333333333,6,9,1,19,Centro,106.0,15.0,90.96309541956616
706359356591205520,40.41687,-3.7037,106,3,6,0.8,315,1.0,3,,0.0,1.0,3,0.9,5,14,1,2,Centro,106.0,15.0,87.15345046152358
705431689945089221,40.4713512,-3.5779046,50,1,48,5.2,1,1.0,1,,,2.0,0,1.0,5,20,7,14,Barajas,49.5,4.0,37.77140288607393
706365196021658736,40.4280109,-3.7034017,202,2,57,6.26,67,2.0,5,2.0,1.0,3.0,8,0.7333333333333333,6,9,1,1,Centro,106.0,15.0,170.4835405410031
705459163211214766,40.4216,-3.70375,102,3,1,0.15,62,1.0,2,,0.0,1.0,6,0.8,11,28,1,1,Centro,106.0,15.0,87.73670523776173
706411217884395217,40.4209521,-3.6981038,104,2,14,1.69,107,1.0,4,1.0,0.0,2.0,13,0.5666666666666667,6,6,1,5,Centro,106.0,15.0,118.80697277951194
705471028621459701,40.42153,-3.70114,79,3,3,0.41,34,1.0,2,,0.0,1.0,3,0.9,1,29,1,1,Centro,106.0,15.0,79.80575855320932
706509410178201708,40.39437,-3.72978,35,1,9,0.97,129,1.0,1,,,1.0,0,1.0,12,14,18,59,Carabanchel,55.0,7.0,31.62633568983917
705497498741312286,40.4317026,-3.7125766,177,2,19,2.15,330,3.0,6,3.0,0.0,3.0,10,0.6666666666666666,5,15,4,43,Chamberí,88.0,13.0,195.02585502858693
706895563978616409,40.40745,-3.7432,124,1,7,0.85,356,1.0,8,3.0,0.0,6.0,23,0.23333333333333334,6,4,19,65,Latina,45.0,2.0,122.76512610948367
705502427633111808,40.4138092,-3.711368899999999,202,1,56,6.0,332,1.0,5,3.0,0.0,3.0,8,0.7333333333333333,5,26,1,4,Centro,106.0,15.0,177.48036293237752
705506585118110107,40.42987,-3.70609,183,1,22,2.36,122,1.0,2,1.0,0.0,1.0,0,1.0,3,27,4,27,Chamberí,88.0,13.0,143.471937550438
705543736813300226,40.4098683,-3.7108885,143,1,31,3.48,262,2.0,5,2.0,0.0,3.0,3,0.9,5,30,1,4,Centro,106.0,15.0,184.86096646089223
706906334045002849,40.4124584,-3.7020083,117,3,20,2.25,160,1.0,2,1.0,1.0,1.0,23,0.23333333333333334,5,30,1,6,Centro,106.0,15.0,117.46875937307502
706942456562237511,40.38716,-3.70461,76,3,21,2.44,127,1.0,2,,0.0,2.0,13,0.5666666666666667,5,23,21,71,Usera,54.0,6.0,73.69803467063002
705554845878056382,40.41048060648796,-3.708843384655765,187,1,69,7.5,189,1.0,7,3.0,0.0,4.0,1,0.9666666666666667,6,2,1,6,Centro,106.0,15.0,195.4644218970798
705563762204260211,40.38034,-3.76619,31,1,10,1.09,221,1.0,2,,1.0,1.0,0,1.0,10,31,19,110,Latina,45.0,2.0,38.23516230810591
705567078254433797,40.40789,-3.70192,102,3,8,0.93,214,1.0,2,,,1.0,15,0.5,5,12,1,6,Centro,106.0,15.0,104.63801576378314
706966690558094445,40.402423873,-3.691241016,89,1,4,0.44,71,1.0,4,1.0,0.0,2.0,21,0.3,3,31,8,16,Arganzuela,81.0,12.0,115.4776149997936
705594803944467069,40.42459,-3.71087,204,1,34,3.83,57,2.0,6,2.0,1.0,3.0,9,0.7,5,27,1,1,Centro,106.0,15.0,190.05379905778645
705605739266200020,40.38847,-3.65676,74,2,50,5.43,275,1.0,4,1.0,1.0,2.0,5,0.8333333333333334,6,5,14,72,Puente de Vallecas,50.0,5.0,64.0739888592881
706991377474375724,40.42146,-3.71484,140,1,1,0.83,161,1.0,4,1.0,1.0,2.0,13,0.5666666666666667,5,6,2,3,Moncloa - Aravaca,74.0,10.0,119.63004635838878
706997419775497656,40.4208078,-3.7158735,122,1,4,0.48,160,1.0,3,1.0,1.0,2.0,6,0.8,3,16,2,3,Moncloa - Aravaca,74.0,10.0,132.2348320698083
705617927802446084,40.43505,-3.70401,146,1,25,2.86,251,2.0,4,2.0,1.0,2.0,8,0.7333333333333333,6,4,4,8,Chamberí,88.0,13.0,166.6193704536221
705621156557027699,40.42474139446495,-3.709246549250584,185,2,1,1.0,120,1.0,6,3.0,0.0,4.0,19,0.36666666666666664,5,28,1,1,Centro,106.0,15.0,175.81749782919118
707015838418027815,40.40587,-3.67923,56,1,67,7.34,110,1.0,2,,,1.0,7,0.7666666666666667,6,4,6,20,Retiro,88.0,13.0,49.64994148446299
707020137761470992,40.42225,-3.68918,131,3,12,1.32,0,1.0,3,,0.0,1.0,0,1.0,10,31,3,13,Salamanca,120.0,16.0,102.58786724411274
705685326891424354,40.4744451,-3.6408008,87,1,1,0.13,344,0.0,3,1.0,0.0,2.0,24,0.2,10,23,9,22,Hortaleza,71.0,9.0,107.21611045866923
707037368950364535,40.42216,-3.61742,64,1,47,5.16,340,1.0,5,1.0,0.0,3.0,13,0.5666666666666667,6,7,15,118,San Blas - Canillejas,60.0,8.0,83.73392685761515
705693258105953565,40.4744451,-3.6408008,81,1,2,0.25,328,1.0,2,1.0,0.0,1.0,24,0.2,3,20,9,22,Hortaleza,71.0,9.0,91.26949997891018
707044902688453898,40.4403932,-3.6792399,124,30,1,0.25,301,1.0,4,2.0,0.0,2.0,0,1.0,2,9,12,25,Chamartín,93.0,14.0,118.98066673007756
705700644816824969,40.4744451,-3.6408008,90,1,3,0.4,354,1.0,3,1.0,0.0,2.0,25,0.16666666666666666,4,29,9,22,Hortaleza,71.0,9.0,104.1370469808142
705712653404382237,40.41117,-3.70377,236,2,8,0.93,0,1.0,6,2.0,0.0,3.0,0,1.0,4,23,1,6,Centro,106.0,15.0,158.4171974668168
707088674617174694,40.43392273563551,-3.6572305669665233,25,1,1,0.11,313,1.0,2,,,1.0,0,1.0,9,10,5,9,Ciudad Lineal,54.0,6.0,43.44075038046233
707131004606148903,40.41913,-3.70264,57,3,6,0.68,360,1.0,1,,0.0,1.0,25,0.16666666666666666,5,19,1,2,Centro,106.0,15.0,73.7415354992667
706175866610458882,40.42628,-3.66866,95,3,15,1.69,162,1.0,2,1.0,0.0,1.0,18,0.4,5,21,3,7,Salamanca,120.0,16.0,122.80975798853444
707134847625060496,40.44796,-3.69996,90,10,5,0.6,318,2.0,3,1.0,0.0,2.0,5,0.8333333333333334,1,2,10,39,Tetuán,79.0,11.0,93.0484181378655
706184385867917160,40.426201177719165,-3.70272393809814,107,2,59,6.32,267,1.0,4,1.0,0.0,2.0,5,0.8333333333333334,6,4,1,1,Centro,106.0,15.0,104.99000607734924
706257659917903991,40.42989499999999,-3.6462375,75,1,29,4.29,87,2.0,4,1.0,1.0,2.0,0,1.0,4,21,5,46,Ciudad Lineal,54.0,6.0,101.99977817496269
710613159380772042,40.42232,-3.70219,69,3,4,0.46,4,1.0,2,1.0,,1.0,0,1.0,2,6,1,1,Centro,106.0,15.0,98.6083667259752
707205221727925937,40.41597,-3.71036,110,1,13,1.57,365,1.0,5,,,2.0,30,0.0,5,7,1,4,Centro,106.0,15.0,82.55042186249864
707211472580336449,40.4124584,-3.7020083,122,3,27,3.05,160,1.0,2,1.0,1.0,1.0,23,0.23333333333333334,5,31,1,6,Centro,106.0,15.0,117.46875937307502
710624933402604161,40.4057,-3.67561,40,14,10,1.44,339,1.0,1,,,1.0,21,0.3,5,24,6,20,Retiro,88.0,13.0,39.251542260355016
707251476064718485,40.42034317458756,-3.676595091819763,98,4,41,4.51,35,1.0,2,1.0,1.0,2.0,2,0.9333333333333333,5,29,6,12,Retiro,88.0,13.0,102.57846543053353
710639345173643024,40.42508,-3.67173,194,1,18,2.04,342,1.0,2,1.0,0.0,1.0,20,0.3333333333333333,5,15,3,7,Salamanca,120.0,16.0,145.94425904949827
707274386695566190,40.41566,-3.70018,113,5,44,4.91,316,1.0,3,1.0,1.0,2.0,0,1.0,6,4,1,19,Centro,106.0,15.0,102.54395729208852
710723020164122337,40.38803737504348,-3.6717522997729017,71,1,1,0.11,356,1.0,6,2.0,0.0,5.0,23,0.23333333333333334,9,17,14,103,Puente de Vallecas,50.0,5.0,113.07032823365896
707440475642892831,40.39117431,-3.693966,120,3,26,2.99,22,2.0,6,3.0,1.0,4.0,14,0.5333333333333333,5,22,8,100,Arganzuela,81.0,12.0,145.26533067251242
707593553973535668,40.39414,-3.75939,20,1,64,7.08,22,1.0,1,,,1.0,9,0.7,6,5,19,116,Latina,45.0,2.0,28.169367360502967
710753135458843551,40.40006113517345,-3.752558268606663,121,2,9,1.07,311,1.0,5,3.0,0.0,3.0,0,1.0,12,30,19,65,Latina,45.0,2.0,113.1539259406878
707679698588157394,40.42217,-3.7013,104,2,2,0.23,346,1.0,2,1.0,0.0,2.0,16,0.4666666666666667,10,11,1,1,Centro,106.0,15.0,120.33695789842268
710760093040520134,40.41019,-3.70589,80,1,7,0.81,339,1.0,2,,,1.0,4,0.8666666666666667,12,11,1,6,Centro,106.0,15.0,75.57067569572999
707692734875329789,40.41061,-3.71092,52,3,25,2.72,317,1.0,1,,,1.0,3,0.9,5,21,1,4,Centro,106.0,15.0,41.17085670551696
710797022346365890,40.45581,-3.7035,69,2,16,2.15,285,1.0,2,1.0,0.0,1.0,8,0.7333333333333333,5,17,10,45,Tetuán,79.0,11.0,86.38072790354624
707756542920046693,40.48444,-3.68754,30,1,3,0.33,277,1.0,2,,,1.0,0,1.0,9,28,13,26,Fuencarral - El Pardo,50.0,5.0,40.22195790834666
707782069201327477,40.4182,-3.71008,37,1,11,1.24,38,1.0,2,1.0,0.0,2.0,0,1.0,4,3,1,4,Centro,106.0,15.0,74.90240493652136
707824343240170720,40.41338,-3.7093,79,1,19,3.13,63,1.0,4,1.0,0.0,2.0,0,1.0,6,8,1,4,Centro,106.0,15.0,102.811726760607
710822815632797162,40.41092232375926,-3.735823296010495,24,2,33,3.93,331,1.0,1,,,1.0,0,1.0,6,8,19,57,Latina,45.0,2.0,27.99778305287993
710833885935929341,40.40937,-3.69827,33,1,60,6.82,54,1.0,1,,,1.0,2,0.9333333333333333,5,20,1,6,Centro,106.0,15.0,38.50076815291163
707853349600144348,40.43706,-3.61027,104,3,14,1.7,166,1.0,4,2.0,0.0,2.0,19,0.36666666666666664,5,22,15,88,San Blas - Canillejas,60.0,8.0,103.01415084304406
710851242042474195,40.44794756506256,-3.701430326389308,73,1,48,5.37,0,1.0,2,,0.0,1.0,0,1.0,6,7,10,39,Tetuán,79.0,11.0,68.93698160398988
710880492122657462,40.49662,-3.6163,49,1,29,3.27,46,1.0,2,,,1.0,18,0.4,6,2,9,17,Hortaleza,71.0,9.0,43.07548670669051
710944136087449242,40.42194,-3.70276,63,1,30,3.42,339,2.0,2,,,1.0,4,0.8666666666666667,4,18,1,1,Centro,106.0,15.0,59.68659833504322
707998756663090984,40.3939,-3.72105,63,1,68,7.61,360,1.0,2,,,1.0,25,0.16666666666666666,6,9,18,42,Carabanchel,55.0,7.0,43.28101489680376
710948192346676568,40.42182,-3.70248,56,1,27,2.99,337,1.0,2,,,1.0,7,0.7666666666666667,5,15,1,1,Centro,106.0,15.0,57.37877565662142
